Index,screen_name,count,classification,user_defined_location,class,mean,std_dev,points>100,ratio
1119,Miyabhai_9591,2,None,"New Delhi, India",1,138.3902189,285.1090374,20,0.183098592
1120,beingrahuldev,2,Resident,"India, New Delhi",1,100.9314718,522.1117424,25,2.630434783
1121,kundu8977,2,Resident,"New Delhi, India",1,551.9514777,1672.61549,29,5.794117647
1122,Prerna98765,2,Resident,"New Delhi, India",1,12.04520732,69.83801617,4,41.66666667
1123,CosmeticDelhi,2,Error,"C R Park New Delhi , India",1,5.15227226,7.312357073,0,11
1124,SahilJohari,2,Resident,"Delhi, India",1,73.93104388,174.7803105,4,2.833333333
1125,SafeerSa7319747,2,None,"Uttar Pradesh, India",2,2.169438891,3.143102823,0,
1126,RiderboySmazz,2,Tourist,new delhi,1,86.44819521,158.2287063,4,0.909090909
1127,omsbishnoi,2,None,"Rajasthan, India",2,338.6427607,565.2654686,202,0.003565062
1128,sethsanjana,2,Tourist,New Delhi,1,4.685549459,9.209556348,0,0.134615385
1129,nagarsb,2,None,kota rajasthan,2,4.174383054,16.06827459,0,
1130,VivekKu71129488,2,None,"Agra, India",2,1.699628321,12.40831884,0,
1131,finelineartacad,2,None,"New Delhi, India",1,142.7875263,328.8373577,10,
1132,charlizzie,2,Tourist,"Cavite, Philippines",2,4000.816842,5167.215278,309,0.006134969
1133,nn_aamir,2,Resident,"New Delhi, India",1,0.351594068,nan,0,
1134,satish327,2,Resident,New Delhi India,1,3.842281875,14.12210736,2,87.83333333
1135,SPwellnesscoach,2,Resident,"New Delhi, India",1,0.805440654,3.258891306,0,27.5
1136,Chefabhishekg,2,Tourist,"Gurgaon, India",1,767.2203194,2123.070498,91,0.047318612
1137,Attire_KunalSid,2,Error,Falagship Store In Pitam Pura.,1,0.04140025,0.271938726,0,
1138,KuldeepInnocen3,2,None,"Gurgaon, India",1,26.89487612,110.1821366,2,
1139,imohit_official,2,Tourist,"Ghaziabad(Uttar Pradesh),India",2,61.55013951,190.5496257,12,0.28125
1140,simmisakhuja,2,Tourist,Mumbai,2,826.4490431,2863.562549,101,0.273786408
1141,deepakvcreative,2,Resident,"Delhi, India",1,7.251695556,11.19281028,0,1.24137931
1142,geolocationms,2,None,"Warsaw, Poland",2,4376.406294,5775.635474,1616,
1143,VijaySainiAlio1,2,None,"New Delhi, Delhi",1,7.889243648,26.67306138,1,0.142857143
1144,nikikhattar,2,Resident,"Delhi, India",1,746.832768,2060.642901,74,1.423076923
1145,Pacificvic,2,Tourist,"New Delhi, India",1,199.5694306,268.4251727,22,0.432432432
1146,buttertubsoap,2,Error,India,1,0.110692786,0.606289358,0,30
1147,CharlesBurd,2,Resident,New York & New Delhi,1,1916.276502,4239.444323,20,1.464285714
1148,Sateesh_sarma,2,None,kodad India ,2,168.328278,226.6342782,15,
1149,ImSinghjadon,2,Tourist,New Delhi,1,42.96773043,89.90198503,45,0.117647059
1150,kjhavats,2,Tourist,"New Delhi, India",1,626.5607022,511.6371805,2,0.333333333
1151,arifansarimoin,2,None,ARIF RUGS,1,0.437397727,1.010620041,0,
1152,JaneAlamTurk,2,Error,"New Delhi, India",1,35.06604977,58.58263618,1,
1153,naharsingh2020,2,None,"Ghaziabad, India",1,29.87802447,51.8554283,4,
1154,AYUSHIji86,2,None,Gurgaon Haryana,1,136.2958972,370.0897227,1,
1155,JeesanUsmani,2,Tourist,"Mathura, India",2,1705.587805,4575.957424,17,0.352941176
1156,Happinessmyway,2,Error,"Delhi, India ",1,0,0,0,
1157,Fromanotherealm,2,None,"Vancouver, British Columbia",2,2482.453365,4029.294037,357,
1158,RoyalBagri92,2,None,"Jaipur, India",2,161.5968849,658.0797866,100,
1159,abdivya123456,2,Error,"Lucknow, India",2,487.9491955,482.7532812,21,0.071428571
1160,rollyanand,2,Tourist,Gurgaon,2,127.6906951,370.3614058,18,0.031007752
1161,MishraShweta8,2,Resident,New Delhi,1,9.992790621,62.11896024,2,15.625
1162,sanjaydey2001,2,Resident,New Delhi,1,0.458574592,0.772823228,0,
1163,iamkushmusic,2,Resident,"New Delhi, India",1,7.788262417,27.91889062,2,1.666666667
1164,SunarJewels,2,Error,"Bank Street, Karol Bagh, Delhi",1,0.002602326,nan,0,
1165,Shreyascoll,2,None,"Sitarganj, India",2,1.517895578,13.84609989,2,
1166,imranahaan,2,None,"Bengaluru, India",2,5941.293442,4581.763126,855,0.006500542
1167,MahipalMehra10,2,Tourist,"New Delhi, India",1,8.18446239,8.500647411,0,0.5
1168,AkashJayKashyap,2,Resident,"New Delhi, India",1,337.591581,754.4903158,52,0.397849462
1169,Deepanjal96,2,Resident,Delhi,1,1960.801979,4032.926285,31,2.964285714
1170,handasumit,2,Tourist,Delhi,1,116.0507641,150.6935311,7,0.8
1171,chaaicoffee,2,Tourist,"New Delhi, India",1,650.2263202,1229.185612,63,0.296296296
1172,511Deshdeepak,2,Tourist,"New Delhi, India",1,4.353080268,22.30213638,1,0.08
1173,shivamshakya128,2,Tourist,Bangra ( jalaun ),2,140.3114233,406.4600864,42,0.072727273
1174,parvezrockstar,2,Tourist,"New Delhi, India",1,164.4181689,737.5357832,4,1.181818182
1175,amitsingh9115,2,Resident,RAEBARELI U. P.,2,4.603766496,5.184553226,0,4.357142857
1176,Avinash85574184,2,Tourist,"Uttar Pradesh, India",2,156.8625166,362.2988003,10,0.333333333
1177,Fascinateweb,2,Error,"New Delhi, India",1,1.46827724,2.936554481,0,0.666666667
1178,BRCMES,2,None,"Bhiwani, Haryana",1,264.3604528,1410.407051,14,
1179,CrazyRage92,2,Resident,"New Delhi, India",1,17.18446961,64.27778719,2,6.555555556
1180,PankajY33284340,2,Resident,"Ghaziabad, India",2,125.1974786,193.2763159,6,2.5
1181,DeepakCh9708645,2,Resident,"Karol Bagh, New Delhi",1,53.59671384,195.0840302,45,1.74611399
1182,dheerajbhandari,2,Tourist,india,1,596.2566509,798.1225748,180,0.270042194
1183,soulamit,2,Resident,New Delhi India,1,81.73156598,411.0158235,49,1.605577689
1184,jischaab,2,None,Ciudad Aut¢noma de Buenos Aire,2,2187.698992,4462.086279,876,
1185,avibhardwaz,2,Tourist,"New Delhi, India",1,6.321196815,6.954886638,0,1.583333333
1186,Imprince75,2,None,Rewari,2,54.20467004,51.46244607,6,
1187,gymnastdeepesh,2,Resident,"New Delhi, India",1,32.05392901,77.62226284,6,5.714285714
1188,mrrahul057,2,Error,"New Delhi, India",1,0,nan,0,
1189,MOHDVASEEM0786,2,None,"Noida, India",1,12.98192661,30.24838361,1,0.040816327
1190,Hochwertigdecor,2,None,"Gurgaon, India",1,0.392619956,1.350253231,0,
1191,GreensFlorist,2,Resident,New Delhi India,1,2.16523578,12.83387985,0,49.5
1192,PeehuChoudhary5,2,Tourist,"New Delhi, India",1,14.68398557,35.54872328,5,0.84
1193,atul_official01,2,None,"Gurgaon, India",1,26.19813039,76.31523298,12,0.036697248
1194,Sunsha29,2,None,sanchore,2,0,0,0,
1195,iamstylevink,2,Tourist,"?? ??????, ????",1,6.340319748,6.965880881,0,1.571428571
1196,DiggajDharam,2,Tourist,"New Delhi, India",1,525.1536983,1268.475321,64,0.580357143
1197,DRFbydevpanwar,2,Tourist,"New Delhi, India",1,279.2073156,906.3161318,173,0.538317757
1198,drmayurjain,2,Tourist,"New Delhi, India",1,120.3290439,481.6292149,10,0.168316832
1199,topindiatrips,2,Tourist,"Delhi, India",1,556.6857283,515.0194271,79,0.479452055
1200,navtejm,2,None,Gurgaon,2,266.7971775,483.3158035,78,0.021164021
1201,MohdZeeshan109,2,Tourist,"New Friends Colony, New Delhi",1,2422.332922,4714.411933,37,0.172043011
1202,trip_any,2,Resident,"New Delhi, India",1,1.163709274,2.740223637,0,27.25
1203,Payelbha,2,Tourist,"Delhi, India",1,7.462224792,9.251192991,0,0.538461538
1204,Pk36Gupta,2,Tourist,"Delhi Cantonment, New Delhi",1,278.2130997,515.9471332,8,0.909090909
1205,ravinderbped,2,None,"Greater Noida, India",1,19.65709418,20.32486915,0,0.166666667
1206,AliMujhtaba4,2,Error,"Hyderabad, India",2,9.732730051,14.89851479,0,
1207,pradeepgidwani,2,Tourist,"New Delhi, India",1,633.0634492,1985.470354,51,0.025089606
1208,anubabs,2,Tourist,"Gurgaon, Haryana",1,187.6727539,336.4342313,12,0.222222222
1209,shantiwellnessc,2,Resident,"Sheikh Sarai, New Delhi",1,0,0,0,
1210,sukaina1422,2,Tourist,India,2,1254.719826,3320.018189,61,3.716666667
1211,DWBhukkad,2,Resident,"New Delhi, India",1,82.95901764,363.1557776,15,1.21641791
1212,snnaveet401,2,Tourist,"New Delhi, India",1,188.9138414,395.6564079,594,0.318518519
1213,justin_aryan12,2,None,"Ratangarh,Rajsthan,india",2,2074.83797,3652.69337,27,0.03030303
1214,devdootfoodbank,2,Error,"????????, ????",2,0,0,0,
1215,maxfoods,2,Tourist,New Delhi,1,1399.354797,3556.461932,43,0.384615385
1216,SharmajiAnuj1,2,Resident,"New Delhi, India",1,98.27859675,192.0924158,11,
1217,amitdadwal07,2,Tourist,"New Delhi, Delhi",1,48.30110019,222.5798174,2,0.081632653
1218,Amarnathhawkin2,2,Resident,"New Delhi, India",1,106.9107136,297.3066064,7,1
1219,delhi_marketing,2,None,"New Delhi, India",1,0.098558095,0.802572276,0,0.002222222
1220,UttarakhandHeav,2,Tourist,Uttarakhand,2,560.2629928,2160.833454,637,0.059384942
1221,asliSHANKAR,2,Tourist,"??????, ??????? (????) ????",2,150.0924141,1149.799725,16,0.038626609
1222,SHANKAR05031997,2,Resident,"India Gate, New Delhi",1,95.03529433,265.104019,4,3.166666667
1223,sandeepy23,2,Resident,saket new delhi,1,0.368851865,1.709609291,0,45
1224,AvanieSJoshi,2,Tourist,Mumbai,2,330.8360179,737.0484442,34,0.9
1225,Deepans32136753,2,None,"Bayanpur, Sonipat",2,0.022530824,0.10567893,0,
1226,vanshsharma8532,2,None,"Ghaziabad, India",1,29.70655633,44.82164846,1,
1227,chefdmsbajaj,2,Resident,Gurgaon ,1,152.8503988,959.483603,41,0.980769231
1228,shivamsharmaav,2,Tourist,"New Delhi, India",1,11.53983929,5.799842421,0,0.285714286
1229,SolivFlaneur,2,Tourist,"New Delhi, India",1,2879.285486,3257.410008,56,0.055555556
1230,flyplanett,2,None,"New Delhi, India",1,1238.186312,2883.321718,168,0.157894737
1231,ipandualex,2,None,"Hyderabad, India",2,713.0814186,2845.765403,14,
1232,SandeepRanaEnt,2,Tourist,"Delhi, India",1,34.86481994,128.9262031,20,1.243902439
1233,ArogyaYogshala,2,Tourist,"New Delhi, India",1,95.06490123,220.0275235,27,0.368421053
1234,Parammlp,2,Resident,"New Delhi, India",1,151.3387023,1018.457016,80,4.296610169
1235,jyotiarora89,2,Resident,New Delhi,1,190.3599702,648.6152668,27,2.808510638
1236,bootscrampons,2,Tourist,"New Delhi, India ",1,784.6421864,921.9144134,35,0.290322581
1237,salpurainc,2,None,"Kota, India",2,259.4401549,338.097256,3,
1238,Umangmishra23,2,None,"Gurgaon, India",1,275.954962,555.4218989,14,
1239,SawhneyFoundat1,2,None,"Vasant Kunj, New Delhi",1,0,0,0,
1240,errajeevkaushik,2,None,"Hisar, India",2,6.045874507,30.05304479,4,
1241,amehta0530,2,Resident,"New Delhi, India",1,199.0390252,364.2188414,8,2.5
1242,ItszHimanshu,2,Resident,"New Delhi, India",1,4.861410629,8.420210206,0,3
1243,vips_clicks,2,Tourist,"Indore, Madhya Pradesh",2,310.5349335,393.9418525,738,0.03539823
1244,Waritthira,2,Resident,Mumbai,2,612.7632785,1793.229992,61,1.571428571
1245,Danishsood12,2,None,"Mumbai, India",2,2411.037445,4128.778278,9,0.02
1246,puneetrai86,2,Tourist,"Mississauga, Ontario",2,1164.996086,3205.232426,8,1.037974684
1247,SaudaminiKumar,2,Tourist,India,2,940.0350595,2125.359593,42,
1248,mlpindia,1,Resident,"East of Kailash, New Delhi",1,17.11075199,64.33659562,6,14.85714286
